
# Surface 0 of 1 surfaces

# Curve title: "f(x,y)"

# Contour 0, label:        0
# Contour 1, label: 
0.12986 1.06413 0.00000 
0.15152 1.07470 0.00000 
0.15434 1.07615 0.00000 
0.17800 1.08818 0.00000 
0.20192 1.10020 0.00000 
0.21212 1.10527 0.00000 
0.22518 1.11222 0.00000 
0.24803 1.12425 0.00000 
0.27112 1.13627 0.00000 
0.27273 1.13710 0.00000 
0.29276 1.14830 0.00000 
0.31451 1.16032 0.00000 
0.33333 1.17062 0.00000 
0.33621 1.17234 0.00000 
0.35649 1.18437 0.00000 
0.37697 1.19639 0.00000 
0.39394 1.20626 0.00000 
0.39731 1.20842 0.00000 
0.41627 1.22044 0.00000 
0.43541 1.23246 0.00000 
0.45455 1.24437 0.00000 
0.45472 1.24449 0.00000 
0.47234 1.25651 0.00000 
0.49014 1.26854 0.00000 
0.50810 1.28056 0.00000 
0.51515 1.28523 0.00000 
0.52514 1.29259 0.00000 
0.54163 1.30461 0.00000 
0.55828 1.31663 0.00000 
0.57508 1.32866 0.00000 
0.57576 1.32914 0.00000 
0.59041 1.34068 0.00000 
0.60581 1.35271 0.00000 
0.62135 1.36473 0.00000 
0.63636 1.37625 0.00000 
0.63696 1.37675 0.00000 
0.65120 1.38878 0.00000 
0.66557 1.40080 0.00000 
0.68007 1.41283 0.00000 
0.69468 1.42485 0.00000 
0.69697 1.42671 0.00000 
0.70820 1.43687 0.00000 
0.72161 1.44890 0.00000 
0.73513 1.46092 0.00000 
0.74877 1.47295 0.00000 
0.75758 1.48065 0.00000 
0.76204 1.48497 0.00000 
0.77456 1.49699 0.00000 
0.78718 1.50902 0.00000 
0.79991 1.52104 0.00000 
0.81273 1.53307 0.00000 
0.81818 1.53813 0.00000 
0.82496 1.54509 0.00000 
0.83676 1.55711 0.00000 
0.84865 1.56914 0.00000 
0.86064 1.58116 0.00000 
0.87271 1.59319 0.00000 
0.87879 1.59919 0.00000 
0.88432 1.60521 0.00000 
0.89545 1.61723 0.00000 
0.90667 1.62926 0.00000 
0.91797 1.64128 0.00000 
0.92935 1.65331 0.00000 
0.93939 1.66384 0.00000 
0.94069 1.66533 0.00000 
0.95121 1.67735 0.00000 
0.96180 1.68938 0.00000 
0.97247 1.70140 0.00000 
0.98321 1.71343 0.00000 
0.99403 1.72545 0.00000 
1.00000 1.73204 0.00000 
1.00450 1.73747 0.00000 
1.01451 1.74950 0.00000 
1.02460 1.76152 0.00000 
1.03476 1.77355 0.00000 
1.04498 1.78557 0.00000 
1.05527 1.79760 0.00000 
1.06061 1.80378 0.00000 
1.06521 1.80962 0.00000 
1.07476 1.82164 0.00000 
1.08438 1.83367 0.00000 
1.09406 1.84569 0.00000 
1.10380 1.85772 0.00000 
1.11360 1.86974 0.00000 
1.12121 1.87901 0.00000 
1.12329 1.88176 0.00000 
1.13240 1.89379 0.00000 
1.14158 1.90581 0.00000 
1.15081 1.91784 0.00000 
1.16011 1.92986 0.00000 
1.16946 1.94188 0.00000 
1.17887 1.95391 0.00000 
1.18182 1.95766 0.00000 
1.18781 1.96593 0.00000 
1.19658 1.97796 0.00000 
1.20540 1.98998 0.00000 
1.21428 2.00200 0.00000 
1.22321 2.01403 0.00000 
1.23219 2.02605 0.00000 

# Contour 2, label: 
-0.68099 0.04208 0.00000 
-0.68049 0.05411 0.00000 
-0.67987 0.06613 0.00000 
-0.67913 0.07816 0.00000 
-0.67826 0.09018 0.00000 
-0.67727 0.10220 0.00000 
-0.67616 0.11423 0.00000 
-0.67492 0.12625 0.00000 
-0.67356 0.13828 0.00000 
-0.67207 0.15030 0.00000 
-0.67046 0.16232 0.00000 
-0.66872 0.17435 0.00000 
-0.66687 0.18637 0.00000 
-0.66488 0.19840 0.00000 
-0.66278 0.21042 0.00000 
-0.66055 0.22244 0.00000 
-0.65819 0.23447 0.00000 
-0.65572 0.24649 0.00000 
-0.65312 0.25852 0.00000 
-0.65039 0.27054 0.00000 
-0.64754 0.28257 0.00000 
-0.64457 0.29459 0.00000 
-0.64147 0.30661 0.00000 
-0.63825 0.31864 0.00000 
-0.63636 0.32542 0.00000 
-0.63475 0.33066 0.00000 
-0.63090 0.34269 0.00000 
-0.62691 0.35471 0.00000 
-0.62278 0.36673 0.00000 
-0.61852 0.37876 0.00000 
-0.61412 0.39078 0.00000 
-0.60958 0.40281 0.00000 
-0.60491 0.41483 0.00000 
-0.60009 0.42685 0.00000 
-0.59514 0.43888 0.00000 
-0.59006 0.45090 0.00000 
-0.58483 0.46293 0.00000 
-0.57947 0.47495 0.00000 
-0.57576 0.48306 0.00000 
-0.57377 0.48697 0.00000 
-0.56751 0.49900 0.00000 
-0.56110 0.51102 0.00000 
-0.55453 0.52305 0.00000 
-0.54781 0.53507 0.00000 
-0.54094 0.54709 0.00000 
-0.53391 0.55912 0.00000 
-0.52674 0.57114 0.00000 
-0.51941 0.58317 0.00000 
-0.51515 0.59000 0.00000 
-0.51157 0.59519 0.00000 
-0.50309 0.60721 0.00000 
-0.49445 0.61924 0.00000 
-0.48564 0.63126 0.00000 
-0.47666 0.64329 0.00000 
-0.46750 0.65531 0.00000 
-0.45818 0.66733 0.00000 
-0.45455 0.67194 0.00000 
-0.44806 0.67936 0.00000 
-0.43737 0.69138 0.00000 
-0.42648 0.70341 0.00000 
-0.41541 0.71543 0.00000 
-0.40415 0.72745 0.00000 
-0.39394 0.73818 0.00000 
-0.39258 0.73948 0.00000 
-0.37975 0.75150 0.00000 
-0.36672 0.76353 0.00000 
-0.35347 0.77555 0.00000 
-0.34003 0.78758 0.00000 
-0.33333 0.79347 0.00000 
-0.32571 0.79960 0.00000 
-0.31053 0.81162 0.00000 
-0.29513 0.82365 0.00000 
-0.27950 0.83567 0.00000 
-0.27273 0.84080 0.00000 
-0.26287 0.84770 0.00000 
-0.24543 0.85972 0.00000 
-0.22775 0.87174 0.00000 
-0.21212 0.88222 0.00000 
-0.20966 0.88377 0.00000 
-0.19021 0.89579 0.00000 
-0.17049 0.90782 0.00000 
-0.15152 0.91924 0.00000 
-0.15046 0.91984 0.00000 
-0.12916 0.93186 0.00000 
-0.10757 0.94389 0.00000 
-0.09091 0.95305 0.00000 
-0.08555 0.95591 0.00000 
-0.06269 0.96794 0.00000 
-0.03954 0.97996 0.00000 
-0.03030 0.98470 0.00000 
-0.01595 0.99198 0.00000 
0.00802 1.00401 0.00000 
0.03030 1.01505 0.00000 
0.03227 1.01603 0.00000 
0.05656 1.02806 0.00000 
0.08113 1.04008 0.00000 
0.09091 1.04481 0.00000 
0.10551 1.05210 0.00000 
0.12986 1.06413 0.00000 

# Contour 3, label: 
0.00802 -1.00401 0.00000 
-0.01595 -0.99198 0.00000 
-0.03030 -0.98470 0.00000 
-0.03954 -0.97996 0.00000 
-0.06269 -0.96794 0.00000 
-0.08555 -0.95591 0.00000 
-0.09091 -0.95305 0.00000 
-0.10757 -0.94389 0.00000 
-0.12916 -0.93186 0.00000 
-0.15046 -0.91984 0.00000 
-0.15152 -0.91924 0.00000 
-0.17049 -0.90782 0.00000 
-0.19021 -0.89579 0.00000 
-0.20966 -0.88377 0.00000 
-0.21212 -0.88222 0.00000 
-0.22775 -0.87174 0.00000 
-0.24543 -0.85972 0.00000 
-0.26287 -0.84770 0.00000 
-0.27273 -0.84080 0.00000 
-0.27950 -0.83567 0.00000 
-0.29513 -0.82365 0.00000 
-0.31053 -0.81162 0.00000 
-0.32571 -0.79960 0.00000 
-0.33333 -0.79347 0.00000 
-0.34003 -0.78758 0.00000 
-0.35347 -0.77555 0.00000 
-0.36672 -0.76353 0.00000 
-0.37975 -0.75150 0.00000 
-0.39258 -0.73948 0.00000 
-0.39394 -0.73818 0.00000 
-0.40415 -0.72745 0.00000 
-0.41541 -0.71543 0.00000 
-0.42648 -0.70341 0.00000 
-0.43737 -0.69138 0.00000 
-0.44806 -0.67936 0.00000 
-0.45455 -0.67194 0.00000 
-0.45818 -0.66733 0.00000 
-0.46750 -0.65531 0.00000 
-0.47666 -0.64329 0.00000 
-0.48564 -0.63126 0.00000 
-0.49445 -0.61924 0.00000 
-0.50309 -0.60721 0.00000 
-0.51157 -0.59519 0.00000 
-0.51515 -0.59000 0.00000 
-0.51941 -0.58317 0.00000 
-0.52674 -0.57114 0.00000 
-0.53391 -0.55912 0.00000 
-0.54094 -0.54709 0.00000 
-0.54781 -0.53507 0.00000 
-0.55453 -0.52305 0.00000 
-0.56110 -0.51102 0.00000 
-0.56751 -0.49900 0.00000 
-0.57377 -0.48697 0.00000 
-0.57576 -0.48306 0.00000 
-0.57947 -0.47495 0.00000 
-0.58483 -0.46293 0.00000 
-0.59006 -0.45090 0.00000 
-0.59514 -0.43888 0.00000 
-0.60009 -0.42685 0.00000 
-0.60491 -0.41483 0.00000 
-0.60958 -0.40281 0.00000 
-0.61412 -0.39078 0.00000 
-0.61852 -0.37876 0.00000 
-0.62278 -0.36673 0.00000 
-0.62691 -0.35471 0.00000 
-0.63090 -0.34269 0.00000 
-0.63475 -0.33066 0.00000 
-0.63636 -0.32542 0.00000 
-0.63825 -0.31864 0.00000 
-0.64147 -0.30661 0.00000 
-0.64457 -0.29459 0.00000 
-0.64754 -0.28257 0.00000 
-0.65039 -0.27054 0.00000 
-0.65312 -0.25852 0.00000 
-0.65572 -0.24649 0.00000 
-0.65819 -0.23447 0.00000 
-0.66055 -0.22244 0.00000 
-0.66278 -0.21042 0.00000 
-0.66488 -0.19840 0.00000 
-0.66687 -0.18637 0.00000 
-0.66872 -0.17435 0.00000 
-0.67046 -0.16232 0.00000 
-0.67207 -0.15030 0.00000 
-0.67356 -0.13828 0.00000 
-0.67492 -0.12625 0.00000 
-0.67616 -0.11423 0.00000 
-0.67727 -0.10220 0.00000 
-0.67826 -0.09018 0.00000 
-0.67913 -0.07816 0.00000 
-0.67987 -0.06613 0.00000 
-0.68049 -0.05411 0.00000 
-0.68099 -0.04208 0.00000 
-0.68136 -0.03006 0.00000 
-0.68161 -0.01804 0.00000 
-0.68173 -0.00601 0.00000 
-0.68173 0.00601 0.00000 
-0.68161 0.01804 0.00000 
-0.68136 0.03006 0.00000 
-0.68099 0.04208 0.00000 

# Contour 4, label: 
1.17887 -1.95391 0.00000 
1.16946 -1.94188 0.00000 
1.16011 -1.92986 0.00000 
1.15081 -1.91784 0.00000 
1.14158 -1.90581 0.00000 
1.13240 -1.89379 0.00000 
1.12329 -1.88176 0.00000 
1.12121 -1.87901 0.00000 
1.11360 -1.86974 0.00000 
1.10380 -1.85772 0.00000 
1.09406 -1.84569 0.00000 
1.08438 -1.83367 0.00000 
1.07476 -1.82164 0.00000 
1.06521 -1.80962 0.00000 
1.06061 -1.80378 0.00000 
1.05527 -1.79760 0.00000 
1.04498 -1.78557 0.00000 
1.03476 -1.77355 0.00000 
1.02460 -1.76152 0.00000 
1.01451 -1.74950 0.00000 
1.00450 -1.73747 0.00000 
1.00000 -1.73204 0.00000 
0.99403 -1.72545 0.00000 
0.98321 -1.71343 0.00000 
0.97247 -1.70140 0.00000 
0.96180 -1.68938 0.00000 
0.95121 -1.67735 0.00000 
0.94069 -1.66533 0.00000 
0.93939 -1.66384 0.00000 
0.92935 -1.65331 0.00000 
0.91797 -1.64128 0.00000 
0.90667 -1.62926 0.00000 
0.89545 -1.61723 0.00000 
0.88432 -1.60521 0.00000 
0.87879 -1.59919 0.00000 
0.87271 -1.59319 0.00000 
0.86064 -1.58116 0.00000 
0.84865 -1.56914 0.00000 
0.83676 -1.55711 0.00000 
0.82496 -1.54509 0.00000 
0.81818 -1.53813 0.00000 
0.81273 -1.53307 0.00000 
0.79991 -1.52104 0.00000 
0.78718 -1.50902 0.00000 
0.77456 -1.49699 0.00000 
0.76204 -1.48497 0.00000 
0.75758 -1.48065 0.00000 
0.74877 -1.47295 0.00000 
0.73513 -1.46092 0.00000 
0.72161 -1.44890 0.00000 
0.70820 -1.43687 0.00000 
0.69697 -1.42671 0.00000 
0.69468 -1.42485 0.00000 
0.68007 -1.41283 0.00000 
0.66557 -1.40080 0.00000 
0.65120 -1.38878 0.00000 
0.63696 -1.37675 0.00000 
0.63636 -1.37625 0.00000 
0.62135 -1.36473 0.00000 
0.60581 -1.35271 0.00000 
0.59041 -1.34068 0.00000 
0.57576 -1.32914 0.00000 
0.57508 -1.32866 0.00000 
0.55828 -1.31663 0.00000 
0.54163 -1.30461 0.00000 
0.52514 -1.29259 0.00000 
0.51515 -1.28523 0.00000 
0.50810 -1.28056 0.00000 
0.49014 -1.26854 0.00000 
0.47234 -1.25651 0.00000 
0.45472 -1.24449 0.00000 
0.45455 -1.24437 0.00000 
0.43541 -1.23246 0.00000 
0.41627 -1.22044 0.00000 
0.39731 -1.20842 0.00000 
0.39394 -1.20626 0.00000 
0.37697 -1.19639 0.00000 
0.35649 -1.18437 0.00000 
0.33621 -1.17234 0.00000 
0.33333 -1.17062 0.00000 
0.31451 -1.16032 0.00000 
0.29276 -1.14830 0.00000 
0.27273 -1.13710 0.00000 
0.27112 -1.13627 0.00000 
0.24803 -1.12425 0.00000 
0.22518 -1.11222 0.00000 
0.21212 -1.10527 0.00000 
0.20192 -1.10020 0.00000 
0.17800 -1.08818 0.00000 
0.15434 -1.07615 0.00000 
0.15152 -1.07470 0.00000 
0.12986 -1.06413 0.00000 
0.10551 -1.05210 0.00000 
0.09091 -1.04481 0.00000 
0.08113 -1.04008 0.00000 
0.05656 -1.02806 0.00000 
0.03227 -1.01603 0.00000 
0.03030 -1.01505 0.00000 
0.00802 -1.00401 0.00000 

# Contour 5, label: 
1.83341 -3.00000 0.00000 
1.82682 -2.98798 0.00000 
1.82025 -2.97595 0.00000 
1.81371 -2.96393 0.00000 
1.80719 -2.95190 0.00000 
1.80071 -2.93988 0.00000 
1.79424 -2.92786 0.00000 
1.78788 -2.91596 0.00000 
1.78780 -2.91583 0.00000 
1.78099 -2.90381 0.00000 
1.77420 -2.89178 0.00000 
1.76744 -2.87976 0.00000 
1.76071 -2.86774 0.00000 
1.75401 -2.85571 0.00000 
1.74734 -2.84369 0.00000 
1.74069 -2.83166 0.00000 
1.73407 -2.81964 0.00000 
1.72748 -2.80762 0.00000 
1.72727 -2.80723 0.00000 
1.72051 -2.79559 0.00000 
1.71355 -2.78357 0.00000 
1.70662 -2.77154 0.00000 
1.69972 -2.75952 0.00000 
1.69285 -2.74749 0.00000 
1.68601 -2.73547 0.00000 
1.67920 -2.72345 0.00000 
1.67243 -2.71142 0.00000 
1.66667 -2.70116 0.00000 
1.66561 -2.69940 0.00000 
1.65844 -2.68737 0.00000 
1.65130 -2.67535 0.00000 
1.64420 -2.66333 0.00000 
1.63712 -2.65130 0.00000 
1.63008 -2.63928 0.00000 
1.62307 -2.62725 0.00000 
1.61609 -2.61523 0.00000 
1.60915 -2.60321 0.00000 
1.60606 -2.59784 0.00000 
1.60197 -2.59118 0.00000 
1.59461 -2.57916 0.00000 
1.58729 -2.56713 0.00000 
1.58000 -2.55511 0.00000 
1.57275 -2.54309 0.00000 
1.56553 -2.53106 0.00000 
1.55834 -2.51904 0.00000 
1.55119 -2.50701 0.00000 
1.54545 -2.49733 0.00000 
1.54397 -2.49499 0.00000 
1.53638 -2.48297 0.00000 
1.52883 -2.47094 0.00000 
1.52132 -2.45892 0.00000 
1.51384 -2.44689 0.00000 
1.50640 -2.43487 0.00000 
1.49899 -2.42285 0.00000 
1.49163 -2.41082 0.00000 
1.48485 -2.39971 0.00000 
1.48425 -2.39880 0.00000 
1.47642 -2.38677 0.00000 
1.46863 -2.37475 0.00000 
1.46088 -2.36273 0.00000 
1.45317 -2.35070 0.00000 
1.44549 -2.33868 0.00000 
1.43786 -2.32665 0.00000 
1.43026 -2.31463 0.00000 
1.42424 -2.30505 0.00000 
1.42259 -2.30261 0.00000 
1.41450 -2.29058 0.00000 
1.40646 -2.27856 0.00000 
1.39846 -2.26653 0.00000 
1.39050 -2.25451 0.00000 
1.38258 -2.24248 0.00000 
1.37471 -2.23046 0.00000 
1.36688 -2.21844 0.00000 
1.36364 -2.21343 0.00000 
1.35873 -2.20641 0.00000 
1.35038 -2.19439 0.00000 
1.34207 -2.18236 0.00000 
1.33381 -2.17034 0.00000 
1.32559 -2.15832 0.00000 
1.31742 -2.14629 0.00000 
1.30929 -2.13427 0.00000 
1.30303 -2.12495 0.00000 
1.30107 -2.12224 0.00000 
1.29238 -2.11022 0.00000 
1.28375 -2.09820 0.00000 
1.27516 -2.08617 0.00000 
1.26663 -2.07415 0.00000 
1.25814 -2.06212 0.00000 
1.24970 -2.05010 0.00000 
1.24242 -2.03967 0.00000 
1.24122 -2.03808 0.00000 
1.23219 -2.02605 0.00000 
1.22321 -2.01403 0.00000 
1.21428 -2.00200 0.00000 
1.20540 -1.98998 0.00000 
1.19658 -1.97796 0.00000 
1.18781 -1.96593 0.00000 
1.18182 -1.95766 0.00000 
1.17887 -1.95391 0.00000 

